therm,ambient_temp,timestamp,has_puddle,gyr,has_motion
"[[Decimal('17.25'), Decimal('17.25'), Decimal('17'), Decimal('17.5'), Decimal('16.75'), Decimal('17'), Decimal('17'), Decimal('16.25')], [Decimal('17'), Decimal('17.75'), Decimal('17.25'), Decimal('17.25'), Decimal('16.75'), Decimal('17.5'), Decimal('17.25'), Decimal('17.75')], [Decimal('17.25'), Decimal('16.75'), Decimal('17'), Decimal('16.75'), Decimal('17.25'), Decimal('17.25'), Decimal('17'), Decimal('16.75')], [Decimal('16.5'), Decimal('17.25'), Decimal('17.5'), Decimal('17.5'), Decimal('17.5'), Decimal('17.75'), Decimal('17.25'), Decimal('17.25')], [Decimal('17'), Decimal('16.75'), Decimal('16.75'), Decimal('17.25'), Decimal('17.75'), Decimal('17.5'), Decimal('17.25'), Decimal('17')], [Decimal('16.5'), Decimal('16.75'), Decimal('16.75'), Decimal('17.25'), Decimal('17.5'), Decimal('17'), Decimal('17.25'), Decimal('17')], [Decimal('17'), Decimal('16.75'), Decimal('17'), Decimal('17'), Decimal('16.5'), Decimal('17.5'), Decimal('17'), Decimal('16.75')], [Decimal('16.75'), Decimal('16.75'), Decimal('16.5'), Decimal('17'), Decimal('17.75'), Decimal('17.75'), Decimal('17'), Decimal('16.5')]]",25.753529411764706,1708005816499,0,"{'x': Decimal('-1.5954198473282444'), 'y': Decimal('0.8854961832061069'), 'z': Decimal('0.42748091603053434')}",0
"[[Decimal('16.75'), Decimal('17'), Decimal('17.25'), Decimal('17.75'), Decimal('17.25'), Decimal('16.75'), Decimal('17'), Decimal('16.25')], [Decimal('17.25'), Decimal('17.5'), Decimal('17.25'), Decimal('17'), Decimal('17.75'), Decimal('17.75'), Decimal('17'), Decimal('17.75')], [Decimal('16.75'), Decimal('16.5'), Decimal('17.5'), Decimal('16.75'), Decimal('17.25'), Decimal('17.5'), Decimal('16.5'), Decimal('17')], [Decimal('16.5'), Decimal('17'), Decimal('17.25'), Decimal('17.25'), Decimal('17.75'), Decimal('17.25'), Decimal('17.25'), Decimal('17.25')], [Decimal('17.25'), Decimal('16.75'), Decimal('16.75'), Decimal('17'), Decimal('17.25'), Decimal('17.75'), Decimal('16.75'), Decimal('17.25')], [Decimal('16.5'), Decimal('16.5'), Decimal('16.5'), Decimal('16.75'), Decimal('17'), Decimal('16.75'), Decimal('17.5'), Decimal('17.25')], [Decimal('16.25'), Decimal('16.5'), Decimal('16.25'), Decimal('17'), Decimal('17'), Decimal('17'), Decimal('17'), Decimal('16.25')], [Decimal('17'), Decimal('16.5'), Decimal('16.75'), Decimal('16.75'), Decimal('17'), Decimal('17.25'), Decimal('17'), Decimal('17')]]",25.894705882352945,1708002131445,1,"{'x': Decimal('-1.5267175572519085'), 'y': Decimal('0.6717557251908397'), 'z': Decimal('0.6564885496183206')}",0
"[[Decimal('17.25'), Decimal('17'), Decimal('16.75'), Decimal('17.25'), Decimal('17.5'), Decimal('17'), Decimal('17.75'), Decimal('16.75')], [Decimal('17'), Decimal('17.25'), Decimal('17'), Decimal('17.5'), Decimal('17.5'), Decimal('17.75'), Decimal('16.75'), Decimal('17.5')], [Decimal('17'), Decimal('17.25'), Decimal('17.25'), Decimal('16.75'), Decimal('16.75'), Decimal('17.25'), Decimal('17'), Decimal('17.25')], [Decimal('16.75'), Decimal('16.5'), Decimal('17.25'), Decimal('17.25'), Decimal('17.5'), Decimal('17.75'), Decimal('16.75'), Decimal('17.25')], [Decimal('17'), Decimal('17.25'), Decimal('16.75'), Decimal('17.75'), Decimal('17.5'), Decimal('17.25'), Decimal('17'), Decimal('17.25')], [Decimal('16.25'), Decimal('16.5'), Decimal('16.75'), Decimal('17.25'), Decimal('17.25'), Decimal('17.5'), Decimal('17.25'), Decimal('17')], [Decimal('16.5'), Decimal('16.5'), Decimal('16.75'), Decimal('17'), Decimal('16.5'), Decimal('17.5'), Decimal('17'), Decimal('17')], [Decimal('16.75'), Decimal('17.5'), Decimal('16.25'), Decimal('16'), Decimal('17.25'), Decimal('17'), Decimal('17.75'), Decimal('17')]]",25.753529411764706,1708004969639,1,"{'x': Decimal('-1.6488549618320612'), 'y': Decimal('0.6793893129770993'), 'z': Decimal('0.5419847328244275')}",0
"[[Decimal('16.5'), Decimal('17.75'), Decimal('16.5'), Decimal('17'), Decimal('17'), Decimal('16.75'), Decimal('17.25'), Decimal('16.5')], [Decimal('17.5'), Decimal('17.25'), Decimal('17.25'), Decimal('16.75'), Decimal('17'), Decimal('17.25'), Decimal('17.25'), Decimal('17.5')], [Decimal('16.75'), Decimal('16.75'), Decimal('17.5'), Decimal('16.75'), Decimal('17.25'), Decimal('17.25'), Decimal('16.75'), Decimal('17.25')], [Decimal('16.75'), Decimal('17'), Decimal('17.25'), Decimal('17.5'), Decimal('17.25'), Decimal('17.5'), Decimal('17'), Decimal('17.25')], [Decimal('17.25'), Decimal('17.25'), Decimal('16.75'), Decimal('17.25'), Decimal('17.5'), Decimal('17.25'), Decimal('16.75'), Decimal('16.5')], [Decimal('16.25'), Decimal('16.25'), Decimal('16.5'), Decimal('17.25'), Decimal('17'), Decimal('17.5'), Decimal('17.5'), Decimal('17.5')], [Decimal('16.75'), Decimal('16.75'), Decimal('17'), Decimal('16.75'), Decimal('17'), Decimal('17.5'), Decimal('16.5'), Decimal('16.75')], [Decimal('15.75'), Decimal('16.25'), Decimal('15.75'), Decimal('16'), Decimal('17'), Decimal('17'), Decimal('17.25'), Decimal('16')]]",25.988823529411768,1708002746190,0,"{'x': Decimal('-1.5114503816793894'), 'y': Decimal('0.7862595419847328'), 'z': Decimal('0.5877862595419847')}",0
"[[Decimal('16.75'), Decimal('17.5'), Decimal('16.5'), Decimal('17.25'), Decimal('17.5'), Decimal('17.25'), Decimal('17.25'), Decimal('16.75')], [Decimal('17.5'), Decimal('17.25'), Decimal('17.25'), Decimal('17.75'), Decimal('17.75'), Decimal('17.75'), Decimal('16.75'), Decimal('17.25')], [Decimal('16.75'), Decimal('17.25'), Decimal('17.5'), Decimal('17.5'), Decimal('17.25'), Decimal('17.5'), Decimal('17'), Decimal('17.75')], [Decimal('16.75'), Decimal('17'), Decimal('17.25'), Decimal('17.5'), Decimal('17.75'), Decimal('17.5'), Decimal('16.75'), Decimal('17.25')], [Decimal('17'), Decimal('16.75'), Decimal('17'), Decimal('17.5'), Decimal('17.5'), Decimal('17.25'), Decimal('16.75'), Decimal('17.25')], [Decimal('16.25'), Decimal('16'), Decimal('17'), Decimal('17'), Decimal('17.25'), Decimal('17'), Decimal('17.75'), Decimal('17')], [Decimal('16.5'), Decimal('16.75'), Decimal('16.75'), Decimal('16.75'), Decimal('16.5'), Decimal('17.75'), Decimal('17.25'), Decimal('17.25')], [Decimal('16.75'), Decimal('17.25'), Decimal('16.75'), Decimal('17.25'), Decimal('17.25'), Decimal('17.25'), Decimal('16.75'), Decimal('17.25')]]",25.706470588235295,1708000959371,1,"{'x': Decimal('-1.6641221374045803'), 'y': Decimal('0.8091603053435115'), 'z': Decimal('0.5801526717557252')}",0
"[[Decimal('17'), Decimal('17'), Decimal('16.75'), Decimal('16.75'), Decimal('17'), Decimal('17.25'), Decimal('17.25'), Decimal('16.25')], [Decimal('17'), Decimal('17.25'), Decimal('17'), Decimal('17'), Decimal('17.25'), Decimal('17.5'), Decimal('17.25'), Decimal('17.5')], [Decimal('17'), Decimal('16.75'), Decimal('17'), Decimal('16.75'), Decimal('16.75'), Decimal('17.75'), Decimal('16.75'), Decimal('17')], [Decimal('16.25'), Decimal('17.25'), Decimal('16.75'), Decimal('17.5'), Decimal('18'), Decimal('17.5'), Decimal('17'), Decimal('17.25')], [Decimal('17.25'), Decimal('16.5'), Decimal('16.5'), Decimal('17'), Decimal('17'), Decimal('17.5'), Decimal('17'), Decimal('16.75')], [Decimal('16.5'), Decimal('15.75'), Decimal('16.75'), Decimal('17.5'), Decimal('17.5'), Decimal('16.75'), Decimal('17.5'), Decimal('17')], [Decimal('17'), Decimal('16.75'), Decimal('16.75'), Decimal('16.75'), Decimal('17'), Decimal('17.5'), Decimal('17.25'), Decimal('16')], [Decimal('17'), Decimal('17'), Decimal('16.75'), Decimal('16.5'), Decimal('17.25'), Decimal('17.5'), Decimal('17.25'), Decimal('17')]]",26.69470588235294,1708003690850,0,"{'x': Decimal('-1.534351145038168'), 'y': Decimal('0.7175572519083969'), 'z': Decimal('0.7175572519083969')}",0
"[[Decimal('17.5'), Decimal('17.25'), Decimal('16.75'), Decimal('17.75'), Decimal('17.5'), Decimal('17.5'), Decimal('17.25'), Decimal('16.5')], [Decimal('17.5'), Decimal('17.25'), Decimal('17.5'), Decimal('17.25'), Decimal('17'), Decimal('17.75'), Decimal('17.25'), Decimal('17.75')], [Decimal('17'), Decimal('17'), Decimal('17.75'), Decimal('17'), Decimal('17.25'), Decimal('17.5'), Decimal('16.75'), Decimal('17.5')], [Decimal('16.75'), Decimal('17.5'), Decimal('17.25'), Decimal('17.5'), Decimal('17.5'), Decimal('17.75'), Decimal('17'), Decimal('17.5')], [Decimal('17.25'), Decimal('16.75'), Decimal('17'), Decimal('17.25'), Decimal('17.75'), Decimal('17.5'), Decimal('17.25'), Decimal('17')], [Decimal('16.5'), Decimal('16.75'), Decimal('17'), Decimal('17'), Decimal('17.5'), Decimal('17.25'), Decimal('17.5'), Decimal('17.25')], [Decimal('17'), Decimal('16.75'), Decimal('17.25'), Decimal('16.75'), Decimal('16.75'), Decimal('17.75'), Decimal('17.5'), Decimal('16.75')], [Decimal('17.25'), Decimal('16.75'), Decimal('17.25'), Decimal('17.5'), Decimal('17.5'), Decimal('17.5'), Decimal('16.75'), Decimal('17')]]",25.61235294117647,1708006762996,0,"{'x': Decimal('-1.534351145038168'), 'y': Decimal('0.5877862595419847'), 'z': Decimal('0.32061068702290074')}",0
"[[Decimal('17.25'), Decimal('17.25'), Decimal('16.5'), Decimal('17.25'), Decimal('17.25'), Decimal('17.25'), Decimal('17.5'), Decimal('16.25')], [Decimal('17.25'), Decimal('16.75'), Decimal('16.75'), Decimal('17.25'), Decimal('16.75'), Decimal('17.75'), Decimal('17'), Decimal('17')], [Decimal('16.75'), Decimal('17'), Decimal('17.5'), Decimal('16.75'), Decimal('17.25'), Decimal('17'), Decimal('16.25'), Decimal('16.75')], [Decimal('16.5'), Decimal('17'), Decimal('17.5'), Decimal('17'), Decimal('17.5'), Decimal('17.5'), Decimal('17.5'), Decimal('17.5')], [Decimal('17.25'), Decimal('16.75'), Decimal('16.75'), Decimal('17.25'), Decimal('18'), Decimal('17.5'), Decimal('17'), Decimal('16.75')], [Decimal('16.5'), Decimal('16'), Decimal('16.5'), Decimal('17.25'), Decimal('17'), Decimal('17'), Decimal('17.25'), Decimal('17.25')], [Decimal('16.75'), Decimal('17'), Decimal('16.5'), Decimal('17.25'), Decimal('16.75'), Decimal('17.5'), Decimal('17'), Decimal('16.25')], [Decimal('16.5'), Decimal('17'), Decimal('17.25'), Decimal('16.75'), Decimal('17'), Decimal('17.5'), Decimal('16.75'), Decimal('17.5')]]",25.753529411764706,1708006546033,0,"{'x': Decimal('-1.5725190839694656'), 'y': Decimal('0.549618320610687'), 'z': Decimal('0.5419847328244275')}",0
"[[Decimal('16.75'), Decimal('17'), Decimal('17'), Decimal('17.75'), Decimal('17.5'), Decimal('17'), Decimal('17.25'), Decimal('16.25')], [Decimal('17.5'), Decimal('17.5'), Decimal('17.5'), Decimal('16.75'), Decimal('18'), Decimal('17.75'), Decimal('17.25'), Decimal('17.5')], [Decimal('16.75'), Decimal('16.75'), Decimal('17'), Decimal('16.75'), Decimal('17.25'), Decimal('17.5'), Decimal('16.75'), Decimal('16.75')], [Decimal('16.25'), Decimal('17.25'), Decimal('17.25'), Decimal('17.5'), Decimal('17.75'), Decimal('17.5'), Decimal('17'), Decimal('16.75')], [Decimal('17'), Decimal('16.5'), Decimal('16.75'), Decimal('17.5'), Decimal('17.75'), Decimal('17.5'), Decimal('17.25'), Decimal('16.75')], [Decimal('16.5'), Decimal('16.75'), Decimal('16.75'), Decimal('17'), Decimal('17.25'), Decimal('17'), Decimal('17.25'), Decimal('17')], [Decimal('17'), Decimal('17'), Decimal('16.75'), Decimal('16.75'), Decimal('17.25'), Decimal('17.5'), Decimal('16.75'), Decimal('16.25')], [Decimal('17'), Decimal('16.75'), Decimal('16.5'), Decimal('16.75'), Decimal('17.25'), Decimal('17.25'), Decimal('16.75'), Decimal('17.5')]]",25.847647058823533,1708001848604,1,"{'x': Decimal('-1.5267175572519085'), 'y': Decimal('0.7557251908396947'), 'z': Decimal('0.5572519083969466')}",0
"[[Decimal('17'), Decimal('17'), Decimal('16.25'), Decimal('17'), Decimal('17.25'), Decimal('17.25'), Decimal('17.5'), Decimal('16.5')], [Decimal('17'), Decimal('17'), Decimal('17'), Decimal('17'), Decimal('17.25'), Decimal('17'), Decimal('17'), Decimal('17.25')], [Decimal('17'), Decimal('17.25'), Decimal('17.5'), Decimal('16.5'), Decimal('17.25'), Decimal('17.25'), Decimal('16.75'), Decimal('17')], [Decimal('17'), Decimal('17.25'), Decimal('17.5'), Decimal('17.5'), Decimal('17.75'), Decimal('17.75'), Decimal('17.75'), Decimal('17.25')], [Decimal('17.25'), Decimal('16.75'), Decimal('17.25'), Decimal('17.25'), Decimal('17.5'), Decimal('17.25'), Decimal('17'), Decimal('17')], [Decimal('16.25'), Decimal('16.75'), Decimal('16.75'), Decimal('17.25'), Decimal('17.75'), Decimal('17'), Decimal('17'), Decimal('17.25')], [Decimal('16.75'), Decimal('17'), Decimal('17.25'), Decimal('17'), Decimal('17'), Decimal('17.25'), Decimal('17'), Decimal('16.75')], [Decimal('16.5'), Decimal('16.25'), Decimal('16.75'), Decimal('17'), Decimal('17.25'), Decimal('16.75'), Decimal('17'), Decimal('17')]]",25.706470588235295,1708005922845,0,"{'x': Decimal('-1.7099236641221374'), 'y': Decimal('0.6870229007633588'), 'z': Decimal('0.44274809160305345')}",0
"[[Decimal('16.5'), Decimal('17.5'), Decimal('16.75'), Decimal('17'), Decimal('17'), Decimal('17'), Decimal('17'), Decimal('16.25')], [Decimal('17.75'), Decimal('17.75'), Decimal('17.25'), Decimal('17'), Decimal('17'), Decimal('17.75'), Decimal('16.75'), Decimal('17.5')], [Decimal('16.75'), Decimal('17.5'), Decimal('17'), Decimal('17'), Decimal('17.25'), Decimal('17.75'), Decimal('17'), Decimal('17.5')], [Decimal('16.5'), Decimal('17.5'), Decimal('17.5'), Decimal('17.25'), Decimal('17.5'), Decimal('17.75'), Decimal('17.5'), Decimal('17.25')], [Decimal('17'), Decimal('17.25'), Decimal('17'), Decimal('17.25'), Decimal('17.75'), Decimal('17.25'), Decimal('17'), Decimal('17.5')], [Decimal('16.5'), Decimal('16.5'), Decimal('16.25'), Decimal('17.25'), Decimal('17.25'), Decimal('17.25'), Decimal('17.75'), Decimal('17.25')], [Decimal('16.75'), Decimal('16.75'), Decimal('16.5'), Decimal('17.25'), Decimal('16.5'), Decimal('17.25'), Decimal('17.25'), Decimal('17')], [Decimal('16.5'), Decimal('17'), Decimal('16.75'), Decimal('16.75'), Decimal('17.5'), Decimal('17.25'), Decimal('17.25'), Decimal('16.75')]]",25.659411764705883,1708006848178,0,"{'x': Decimal('-1.5648854961832062'), 'y': Decimal('0.7251908396946565'), 'z': Decimal('0.5267175572519084')}",0
"[[Decimal('19.75'), Decimal('20'), Decimal('19.75'), Decimal('19.75'), Decimal('19.25'), Decimal('19.5'), Decimal('19'), Decimal('18.25')], [Decimal('19.5'), Decimal('20'), Decimal('20.75'), Decimal('19.5'), Decimal('19.5'), Decimal('20'), Decimal('19'), Decimal('19.75')], [Decimal('19.25'), Decimal('21'), Decimal('21.75'), Decimal('19.25'), Decimal('18.75'), Decimal('19'), Decimal('19'), Decimal('19.25')], [Decimal('19.75'), Decimal('22.25'), Decimal('21.25'), Decimal('19'), Decimal('19.75'), Decimal('19.25'), Decimal('19.25'), Decimal('19')], [Decimal('20.75'), Decimal('20.75'), Decimal('20.5'), Decimal('18.75'), Decimal('19'), Decimal('19'), Decimal('18.75'), Decimal('19')], [Decimal('20'), Decimal('20'), Decimal('19.25'), Decimal('19'), Decimal('18.75'), Decimal('19'), Decimal('18.75'), Decimal('19.5')], [Decimal('21.5'), Decimal('21'), Decimal('19.25'), Decimal('18.25'), Decimal('18.25'), Decimal('19'), Decimal('19'), Decimal('19')], [Decimal('22.5'), Decimal('22'), Decimal('19.75'), Decimal('18.5'), Decimal('18.5'), Decimal('18.75'), Decimal('18.25'), Decimal('19')]]",23.824117647058827,1707998412369,0,"{'x': Decimal('-1.5648854961832062'), 'y': Decimal('0.7175572519083969'), 'z': Decimal('0.48091603053435117')}",1
"[[Decimal('17'), Decimal('16.75'), Decimal('16.5'), Decimal('16.5'), Decimal('16.5'), Decimal('17'), Decimal('17.25'), Decimal('16.25')], [Decimal('17'), Decimal('17.75'), Decimal('17.25'), Decimal('16.75'), Decimal('17.25'), Decimal('17.25'), Decimal('16.75'), Decimal('17.25')], [Decimal('16.75'), Decimal('17'), Decimal('17.75'), Decimal('17.25'), Decimal('17'), Decimal('17'), Decimal('16.5'), Decimal('16.75')], [Decimal('16.75'), Decimal('17'), Decimal('17.5'), Decimal('17.5'), Decimal('17.5'), Decimal('17.5'), Decimal('17'), Decimal('17')], [Decimal('17'), Decimal('16.5'), Decimal('17.25'), Decimal('17.5'), Decimal('17.25'), Decimal('17'), Decimal('17'), Decimal('16.75')], [Decimal('16.25'), Decimal('16.5'), Decimal('16.75'), Decimal('17'), Decimal('16.5'), Decimal('17'), Decimal('17.25'), Decimal('17.5')], [Decimal('16.5'), Decimal('16.5'), Decimal('16.5'), Decimal('17'), Decimal('16.75'), Decimal('17.5'), Decimal('16.75'), Decimal('17')], [Decimal('17'), Decimal('17'), Decimal('16.5'), Decimal('17.25'), Decimal('17.5'), Decimal('17'), Decimal('17.5'), Decimal('17.25')]]",26.69470588235294,1708003992929,0,"{'x': Decimal('-1.6717557251908397'), 'y': Decimal('0.6183206106870229'), 'z': Decimal('0.4961832061068702')}",0
"[[Decimal('17.25'), Decimal('17.75'), Decimal('16.75'), Decimal('18'), Decimal('17.5'), Decimal('17.25'), Decimal('17.25'), Decimal('17.25')], [Decimal('17.25'), Decimal('17.5'), Decimal('17.5'), Decimal('17.25'), Decimal('17.25'), Decimal('18'), Decimal('17.25'), Decimal('17.75')], [Decimal('17.5'), Decimal('17.25'), Decimal('17.25'), Decimal('16.5'), Decimal('16.75'), Decimal('17.25'), Decimal('17'), Decimal('17.5')], [Decimal('17.25'), Decimal('17.75'), Decimal('17.25'), Decimal('17.25'), Decimal('18'), Decimal('18'), Decimal('17.25'), Decimal('17.25')], [Decimal('17.5'), Decimal('16.75'), Decimal('17.25'), Decimal('17.75'), Decimal('17.5'), Decimal('17'), Decimal('17.25'), Decimal('17')], [Decimal('16.5'), Decimal('17'), Decimal('17.25'), Decimal('16.75'), Decimal('17'), Decimal('17.75'), Decimal('18'), Decimal('17.5')], [Decimal('16.5'), Decimal('17'), Decimal('16.75'), Decimal('17.25'), Decimal('17'), Decimal('17.5'), Decimal('17.5'), Decimal('17.5')], [Decimal('17.25'), Decimal('17.25'), Decimal('16.75'), Decimal('17.25'), Decimal('17.25'), Decimal('17.5'), Decimal('17.75'), Decimal('17.25')]]",25.000588235294117,1707999171444,1,"{'x': Decimal('-1.5572519083969465'), 'y': Decimal('0.5572519083969466'), 'z': Decimal('0.7175572519083969')}",0
"[[Decimal('16.5'), Decimal('17.75'), Decimal('17'), Decimal('17'), Decimal('16.5'), Decimal('17.5'), Decimal('16.75'), Decimal('16.5')], [Decimal('16.75'), Decimal('17.25'), Decimal('17.25'), Decimal('16.75'), Decimal('17.25'), Decimal('17.75'), Decimal('17'), Decimal('17.25')], [Decimal('16.5'), Decimal('16.75'), Decimal('17.25'), Decimal('17.25'), Decimal('17'), Decimal('17.25'), Decimal('16.75'), Decimal('17.5')], [Decimal('16.5'), Decimal('16.5'), Decimal('17.5'), Decimal('17'), Decimal('17.75'), Decimal('17.5'), Decimal('17.25'), Decimal('16.75')], [Decimal('16.75'), Decimal('16.75'), Decimal('17.25'), Decimal('17.25'), Decimal('17.25'), Decimal('17.25'), Decimal('16.75'), Decimal('16.25')], [Decimal('16.25'), Decimal('16.25'), Decimal('16.5'), Decimal('16.75'), Decimal('17'), Decimal('17.25'), Decimal('17.25'), Decimal('17')], [Decimal('17'), Decimal('16.25'), Decimal('16.75'), Decimal('17'), Decimal('16.75'), Decimal('17.5'), Decimal('17'), Decimal('17')], [Decimal('16.75'), Decimal('16.5'), Decimal('16.25'), Decimal('17.25'), Decimal('18'), Decimal('17.25'), Decimal('16.75'), Decimal('16.5')]]",25.235882352941175,1708004146063,0,"{'x': Decimal('-1.5038167938931297'), 'y': Decimal('0.9312977099236641'), 'z': Decimal('0.7175572519083969')}",0
"[[Decimal('16.75'), Decimal('17.5'), Decimal('16.5'), Decimal('17'), Decimal('17.5'), Decimal('17.25'), Decimal('16.75'), Decimal('17.25')], [Decimal('17.5'), Decimal('16.75'), Decimal('17.25'), Decimal('17'), Decimal('16.75'), Decimal('17.75'), Decimal('17'), Decimal('17')], [Decimal('17'), Decimal('17'), Decimal('17.5'), Decimal('16.75'), Decimal('17.5'), Decimal('17.25'), Decimal('17'), Decimal('17.75')], [Decimal('16.75'), Decimal('17.5'), Decimal('17.25'), Decimal('17.25'), Decimal('17.5'), Decimal('18'), Decimal('17.25'), Decimal('17.25')], [Decimal('17.25'), Decimal('16.75'), Decimal('17'), Decimal('17'), Decimal('17.5'), Decimal('17.5'), Decimal('17'), Decimal('16.5')], [Decimal('16.25'), Decimal('16.5'), Decimal('16.25'), Decimal('17.25'), Decimal('16.5'), Decimal('17'), Decimal('17.5'), Decimal('17.5')], [Decimal('17.25'), Decimal('16.5'), Decimal('17'), Decimal('16.5'), Decimal('16.75'), Decimal('17.75'), Decimal('17'), Decimal('16.5')], [Decimal('17'), Decimal('17'), Decimal('16.25'), Decimal('17.25'), Decimal('17.5'), Decimal('17.5'), Decimal('17'), Decimal('17.75')]]",25.80058823529412,1708006184446,0,"{'x': Decimal('-1.549618320610687'), 'y': Decimal('0.6717557251908397'), 'z': Decimal('0.6335877862595419')}",0
"[[Decimal('17'), Decimal('17.5'), Decimal('17'), Decimal('17.25'), Decimal('17'), Decimal('17.25'), Decimal('17.25'), Decimal('17')], [Decimal('17.25'), Decimal('17.25'), Decimal('17.25'), Decimal('17.25'), Decimal('17'), Decimal('17.75'), Decimal('17'), Decimal('17.75')], [Decimal('17.5'), Decimal('17'), Decimal('17.5'), Decimal('17.25'), Decimal('16.75'), Decimal('17.5'), Decimal('17'), Decimal('17.5')], [Decimal('17.25'), Decimal('17.25'), Decimal('17.25'), Decimal('17.25'), Decimal('17.75'), Decimal('17.5'), Decimal('17.5'), Decimal('17')], [Decimal('17'), Decimal('16.75'), Decimal('17.25'), Decimal('17.25'), Decimal('17.25'), Decimal('17.75'), Decimal('17'), Decimal('16.75')], [Decimal('16.75'), Decimal('16.75'), Decimal('16.75'), Decimal('17.25'), Decimal('17.25'), Decimal('17'), Decimal('17.75'), Decimal('17')], [Decimal('16.75'), Decimal('16.75'), Decimal('17'), Decimal('16.75'), Decimal('16.75'), Decimal('17.5'), Decimal('17.25'), Decimal('16.25')], [Decimal('16.5'), Decimal('17.25'), Decimal('16.25'), Decimal('16.75'), Decimal('17.25'), Decimal('17'), Decimal('16.5'), Decimal('17.25')]]",25.80058823529412,1708005667627,0,"{'x': Decimal('-1.4961832061068703'), 'y': Decimal('0.732824427480916'), 'z': Decimal('0.7022900763358778')}",0
"[[Decimal('16.25'), Decimal('17.25'), Decimal('16.25'), Decimal('16.75'), Decimal('17.25'), Decimal('17.5'), Decimal('17.5'), Decimal('16.75')], [Decimal('17'), Decimal('17.25'), Decimal('17.25'), Decimal('16.75'), Decimal('18'), Decimal('17.75'), Decimal('17'), Decimal('17')], [Decimal('17.25'), Decimal('17'), Decimal('17.5'), Decimal('16.75'), Decimal('16.75'), Decimal('17.5'), Decimal('16.75'), Decimal('17.5')], [Decimal('16.75'), Decimal('17.25'), Decimal('17.75'), Decimal('17.5'), Decimal('17.25'), Decimal('17.25'), Decimal('17'), Decimal('16.75')], [Decimal('17'), Decimal('16.75'), Decimal('16.75'), Decimal('17'), Decimal('17.25'), Decimal('17.25'), Decimal('16.75'), Decimal('16.75')], [Decimal('16.5'), Decimal('16'), Decimal('16.5'), Decimal('16.75'), Decimal('17'), Decimal('17'), Decimal('17'), Decimal('17.25')], [Decimal('16'), Decimal('16.25'), Decimal('16.75'), Decimal('16.75'), Decimal('16.75'), Decimal('17.25'), Decimal('17'), Decimal('17')], [Decimal('16.75'), Decimal('16.75'), Decimal('16.5'), Decimal('17.25'), Decimal('17.25'), Decimal('17.5'), Decimal('16.5'), Decimal('16.5')]]",25.753529411764706,1708005014391,1,"{'x': Decimal('-1.450381679389313'), 'y': Decimal('0.7404580152671756'), 'z': Decimal('0.6641221374045801')}",0
"[[Decimal('16.75'), Decimal('17.5'), Decimal('16'), Decimal('16.75'), Decimal('17'), Decimal('16.75'), Decimal('17'), Decimal('16.25')], [Decimal('17.25'), Decimal('17.25'), Decimal('17.25'), Decimal('17'), Decimal('17'), Decimal('17.5'), Decimal('17.25'), Decimal('18')], [Decimal('16.75'), Decimal('16.5'), Decimal('17.5'), Decimal('16.75'), Decimal('17'), Decimal('17.5'), Decimal('17'), Decimal('16.75')], [Decimal('16.5'), Decimal('17.25'), Decimal('17.25'), Decimal('17'), Decimal('17'), Decimal('17.5'), Decimal('17.25'), Decimal('17.25')], [Decimal('16.5'), Decimal('16.75'), Decimal('16.75'), Decimal('17.75'), Decimal('17.25'), Decimal('17.25'), Decimal('17'), Decimal('17')], [Decimal('16.5'), Decimal('16.5'), Decimal('16.5'), Decimal('17.25'), Decimal('17.25'), Decimal('17.25'), Decimal('17.25'), Decimal('16.5')], [Decimal('16.75'), Decimal('16.5'), Decimal('16.25'), Decimal('17.5'), Decimal('16.75'), Decimal('17.25'), Decimal('16.5'), Decimal('16.75')], [Decimal('16.5'), Decimal('16.75'), Decimal('17'), Decimal('16.5'), Decimal('16.5'), Decimal('17'), Decimal('17'), Decimal('16.75')]]",25.753529411764706,1708006792813,0,"{'x': Decimal('-1.6946564885496183'), 'y': Decimal('0.6412213740458015'), 'z': Decimal('0.8320610687022901')}",0
